model_size,checkpoint_step,n_words_correlated,layer_num,method,id
1.4b,2,1,10,2nn,34.634370531058046
1.4b,2,1,11,mle,33.6048845993254
1.4b,2,1,11,pca,228.0
1.4b,2,1,11,pr,178.12827507848758
1.4b,2,1,11,2nn,34.041597513056296
1.4b,2,1,12,mle,33.05696850668346
1.4b,2,1,12,pca,227.0
1.4b,2,1,12,pr,176.11389244515334
1.4b,2,1,12,2nn,33.50243201800074
1.4b,2,1,13,mle,32.66998695668459
1.4b,2,1,13,pca,225.0
1.4b,2,1,13,pr,173.91612595882037
1.4b,2,1,13,2nn,33.144418660689276
1.4b,2,1,14,mle,32.31679574448279
1.4b,2,1,14,pca,225.0
1.4b,2,1,14,pr,172.36778650450756
1.4b,2,1,14,2nn,32.83183197599746
1.4b,2,1,15,mle,32.08845360548561
1.4b,2,1,15,pca,224.0
1.4b,2,1,15,pr,171.02006895491644
1.4b,2,1,15,2nn,32.68787313809018
1.4b,2,1,16,mle,31.737896007589345
1.4b,2,1,16,pca,220.0
1.4b,2,1,16,pr,168.89709394938998
1.4b,2,1,16,2nn,32.429807437041255
1.4b,2,1,17,mle,31.49138309311478
1.4b,2,1,17,pca,220.0
1.4b,2,1,17,pr,167.81830142414097
1.4b,2,1,17,2nn,32.056196276600765
1.4b,2,1,18,mle,31.24390679994844
1.4b,2,1,18,pca,219.0
1.4b,2,1,18,pr,166.81654426272112
1.4b,2,1,18,2nn,31.95179800515367
1.4b,2,1,19,mle,31.075495088080007
1.4b,2,1,19,pca,218.0
1.4b,2,1,19,pr,166.0230075010246
1.4b,2,1,19,2nn,31.823101287764565
1.4b,2,1,20,mle,30.84130095793918
1.4b,2,1,20,pca,219.0
1.4b,2,1,20,pr,164.91320264237234
1.4b,2,1,20,2nn,31.51149360493679
1.4b,2,1,21,mle,30.65754843373518
1.4b,2,1,21,pca,218.0
1.4b,2,1,21,pr,164.19041236563925
1.4b,2,1,21,2nn,31.345008991902436
1.4b,2,1,22,mle,30.42727805075457
1.4b,2,1,22,pca,219.0
1.4b,2,1,22,pr,163.18860901346542
1.4b,2,1,22,2nn,31.207564362527293
1.4b,2,1,23,mle,30.230742640002276
1.4b,2,1,23,pca,218.0
1.4b,2,1,23,pr,161.8717555838957
1.4b,2,1,23,2nn,30.997567166273612
1.4b,2,2,0,mle,28.927463859665743
1.4b,2,2,0,pca,192.0
1.4b,2,2,0,pr,145.2161173488386
1.4b,2,2,0,2nn,25.190689393724
1.4b,2,2,1,mle,28.083437250054704
1.4b,2,2,1,pca,192.0
1.4b,2,2,1,pr,154.73957486836153
1.4b,2,2,1,2nn,25.11486352589761
1.4b,2,2,2,mle,24.851580870352706
1.4b,2,2,2,pca,197.0
1.4b,2,2,2,pr,153.1357414798501
1.4b,2,2,2,2nn,23.847539269965054
1.4b,2,2,3,mle,22.727188790002362
