model_size,checkpoint_step,n_words_correlated,layer_num,method,id
160m,512,2,9,pr,39.6830473864118
160m,512,2,9,2nn,24.911984314892965
160m,512,2,10,mle,26.892230946445174
160m,512,2,10,pca,40.0
160m,512,2,10,pr,37.48019394434003
160m,512,2,10,2nn,24.57117117806864
160m,512,2,11,mle,26.95048195010129
160m,512,2,11,pca,36.0
160m,512,2,11,pr,33.816864595211904
160m,512,2,11,2nn,24.937450122515948
160m,512,3,0,mle,18.269651724660466
160m,512,3,0,pca,86.0
160m,512,3,0,pr,67.61839725985178
160m,512,3,0,2nn,15.702390206228406
160m,512,3,1,mle,17.923363880360284
160m,512,3,1,pca,43.0
160m,512,3,1,pr,41.57148414639191
160m,512,3,1,2nn,15.755900058860572
160m,512,3,2,mle,21.000992587150655
160m,512,3,2,pca,70.0
160m,512,3,2,pr,56.884901745566665
160m,512,3,2,2nn,17.7584604857775
160m,512,3,3,mle,21.09255564558526
160m,512,3,3,pca,69.0
160m,512,3,3,pr,53.51634717675488
160m,512,3,3,2nn,17.764817384993606
160m,512,3,4,mle,20.995500640774992
160m,512,3,4,pca,59.0
160m,512,3,4,pr,48.583568376069834
160m,512,3,4,2nn,17.28296749517122
160m,512,3,5,mle,20.917578604976057
160m,512,3,5,pca,57.0
160m,512,3,5,pr,46.41677899491058
160m,512,3,5,2nn,17.26656602642349
160m,512,3,6,mle,20.9096315850616
160m,512,3,6,pca,56.0
160m,512,3,6,pr,45.73868354216875
160m,512,3,6,2nn,17.2040140318478
160m,512,3,7,mle,20.850562387404963
160m,512,3,7,pca,51.0
160m,512,3,7,pr,42.79511600881117
160m,512,3,7,2nn,17.024589667252677
160m,512,3,8,mle,20.82641158376986
160m,512,3,8,pca,48.0
160m,512,3,8,pr,40.27373562699799
160m,512,3,8,2nn,17.014561256421587
160m,512,3,9,mle,20.826569291386964
160m,512,3,9,pca,44.0
160m,512,3,9,pr,37.85085416410945
160m,512,3,9,2nn,17.065767893941782
160m,512,3,10,mle,20.73404065712532
160m,512,3,10,pca,40.0
160m,512,3,10,pr,35.64952436947134
160m,512,3,10,2nn,17.008703379962583
160m,512,3,11,mle,20.72122058278434
160m,512,3,11,pca,37.0
